"","SITEVISITIDREPDIVER","X.1","SITE","ISLAND","X","SITEVISITID","METHOD","OBS_YEAR","REGION","REGION_NAME","ANALYSIS_SEC","ANALYSIS_YEAR","ANALYSIS_STRATA","SEC_NAME","DATE_","REEF_ZONE","DEPTH_BIN","DEPTH_BIN_new","LATITUDE","LONGITUDE","DEPTH","HARD_CORAL","SOFT_CORAL","MA","CCA","TA","SAND","CYANO","OTHER_BENTHIC","ComplexityValue","MEAN_SH","SD_SH_DIFF","MAX_HEIGHT","nCounts","nReps","REP","DIVER","PISCIVORE","PLANKTIVORE","PRIMARY","SECONDARY","UNKNOWN","TotFish","ECOREGION","POP_STATUS","SITE_SLOPE_400m","REPLICATEID","PISCIVORE_SJs"
"58","2087BKMO",1310,"HOW-00122","Howland",58,2087,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Howland","2010","ForereefMid","Howland","04/02/2010","Forereef","Mid","Mid",0.81356,-176.61226,13.5,61.25,0,0,33.75,5,0,NA,0,2.5,NA,NA,NA,4,2,"B","KMO",7.056620846,4.934344648,7.767658255,6.657600785,0,26.41622453,"Phoenix/Tokelau/Northern Cook Islands","U",22.91359962,"1845951480",7.05662084649836
"59","2091AEMD",1285,"HOW-00107","Howland",62,2091,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Howland","2010","ForereefDeep","Howland","05/02/2010","Forereef","Deep","Deep",0.78957,-176.61537,21.5,22.5,0,0,47.5,18.25,11.75,NA,0,2.25,NA,NA,NA,4,2,"A","EMD",25.34112772,157.1606323,3.9927561,11.13548469,0,197.6300008,"Phoenix/Tokelau/Northern Cook Islands","U",24.52967705,"1845951493",83.3824234384644
"60","2091APMA",1288,"HOW-00107","Howland",60,2091,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Howland","2010","ForereefDeep","Howland","05/02/2010","Forereef","Deep","Deep",0.78957,-176.61537,21.5,22.5,0,0,47.5,18.25,11.75,NA,0,2.25,NA,NA,NA,4,2,"A","PMA",43.52307687,215.5631068,13.39510813,17.73693469,0,290.2182265,"Phoenix/Tokelau/Northern Cook Islands","U",24.52967705,"1845951504",188.840834005363
"61","2091BJLG",1286,"HOW-00107","Howland",61,2091,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Howland","2010","ForereefDeep","Howland","05/02/2010","Forereef","Deep","Deep",0.78957,-176.61537,21.5,22.5,0,0,47.5,18.25,11.75,NA,0,2.25,NA,NA,NA,4,2,"B","JLG",148.2107491,200.4080437,6.118420389,7.533827432,0,362.2710406,"Phoenix/Tokelau/Northern Cook Islands","U",24.52967705,"1845951508",179.257155072201
"62","2091BKMO",1287,"HOW-00107","Howland",59,2091,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Howland","2010","ForereefDeep","Howland","05/02/2010","Forereef","Deep","Deep",0.78957,-176.61537,21.5,22.5,0,0,47.5,18.25,11.75,NA,0,2.25,NA,NA,NA,4,2,"B","KMO",15.45883164,56.09245137,1.521935892,4.710047628,0,77.78326653,"Phoenix/Tokelau/Northern Cook Islands","U",24.52967705,"1845951494",178.412330244976
"63","2092AEMD",1408,"HOW-00429","Howland",63,2092,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Howland","2010","ForereefMid","Howland","05/02/2010","Forereef","Mid","Mid",0.80368,-176.62112,14,10,55,0.25,17.5,9.5,7.75,NA,0,1.75,NA,NA,NA,4,2,"A","EMD",10.14279102,35.21894688,4.54871233,1.41578473,0,51.32623496,"Phoenix/Tokelau/Northern Cook Islands","U",38.50048189,"1845951496",16.8377939023409
"64","2092APMA",1406,"HOW-00429","Howland",65,2092,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Howland","2010","ForereefMid","Howland","05/02/2010","Forereef","Mid","Mid",0.80368,-176.62112,14,10,55,0.25,17.5,9.5,7.75,NA,0,1.75,NA,NA,NA,4,2,"A","PMA",21.06878588,31.80364306,3.52996698,17.81701131,0,74.21940724,"Phoenix/Tokelau/Northern Cook Islands","U",38.50048189,"1845951507",27.3180566139592
"65","2092BJLG",1407,"HOW-00429","Howland",66,2092,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Howland","2010","ForereefMid","Howland","05/02/2010","Forereef","Mid","Mid",0.80368,-176.62112,14,10,55,0.25,17.5,9.5,7.75,NA,0,1.75,NA,NA,NA,4,2,"B","JLG",40.48056184,66.26824559,6.368000112,2.313704221,0,115.4305118,"Phoenix/Tokelau/Northern Cook Islands","U",38.50048189,"1845951513",44.4371260972283
"66","2092BKMO",1405,"HOW-00429","Howland",64,2092,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Howland","2010","ForereefMid","Howland","05/02/2010","Forereef","Mid","Mid",0.80368,-176.62112,14,10,55,0.25,17.5,9.5,7.75,NA,0,1.75,NA,NA,NA,4,2,"B","KMO",21.98722846,20.26257018,9.17422154,3.630534636,0,55.05455481,"Phoenix/Tokelau/Northern Cook Islands","U",38.50048189,"1845951500",23.4468420507048
"67","2093AEMD",1304,"HOW-00116","Howland",70,2093,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Howland","2010","ForereefShallow","Howland","05/02/2010","Forereef","Shallow","Shallow",0.81251,-176.62303,3,53.75,5,0,30,11.25,0,NA,0,3,NA,NA,NA,4,2,"A","EMD",1.614167675,1.693159605,13.29594147,3.659311906,0,20.26258066,"Phoenix/Tokelau/Northern Cook Islands","U",42.95061661,"1845951499",8.9312699773692
"68","2093APMA",1303,"HOW-00116","Howland",69,2093,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Howland","2010","ForereefShallow","Howland","05/02/2010","Forereef","Shallow","Shallow",0.81251,-176.62303,3,53.75,5,0,30,11.25,0,NA,0,3,NA,NA,NA,4,2,"A","PMA",11.17784164,10.65298625,17.94354481,17.57628272,0,57.35065542,"Phoenix/Tokelau/Northern Cook Islands","U",42.95061661,"1845951509",25.1277565345319
"69","2093BJLG",1301,"HOW-00116","Howland",68,2093,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Howland","2010","ForereefShallow","Howland","05/02/2010","Forereef","Shallow","Shallow",0.81251,-176.62303,3,53.75,5,0,30,11.25,0,NA,0,3,NA,NA,NA,4,2,"B","JLG",2.92563093,3.735792414,9.731254866,4.166561728,0,20.55923994,"Phoenix/Tokelau/Northern Cook Islands","U",42.95061661,"1845951512",2.92563093048439
"70","2093BKMO",1302,"HOW-00116","Howland",67,2093,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Howland","2010","ForereefShallow","Howland","05/02/2010","Forereef","Shallow","Shallow",0.81251,-176.62303,3,53.75,5,0,30,11.25,0,NA,0,3,NA,NA,NA,4,2,"B","KMO",1.003370699,3.687530892,24.06811146,2.592976006,0,31.35198906,"Phoenix/Tokelau/Northern Cook Islands","U",42.95061661,"1845951502",2.28945148680454
"71","2094AEMD",1401,"HOW-00416","Howland",73,2094,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Howland","2010","ForereefShallow","Howland","05/02/2010","Forereef","Shallow","Shallow",0.80193,-176.62093,3.5,31.25,0,1.25,52.5,15,0,NA,0,3,NA,NA,NA,4,2,"A","EMD",2.634868363,0.241926831,13.62326897,7.629138992,0,24.12920316,"Phoenix/Tokelau/Northern Cook Islands","U",39.11666869,"1845951501",9.3031829574974
"72","2094APMA",1404,"HOW-00416","Howland",74,2094,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Howland","2010","ForereefShallow","Howland","05/02/2010","Forereef","Shallow","Shallow",0.80193,-176.62093,3.5,31.25,0,1.25,52.5,15,0,NA,0,3,NA,NA,NA,4,2,"A","PMA",12.04791716,0.415834376,11.63122355,3.05870687,0,27.15368196,"Phoenix/Tokelau/Northern Cook Islands","U",39.11666869,"1845951511",18.71623175904
"73","2094BJLG",1402,"HOW-00416","Howland",72,2094,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Howland","2010","ForereefShallow","Howland","05/02/2010","Forereef","Shallow","Shallow",0.80193,-176.62093,3.5,31.25,0,1.25,52.5,15,0,NA,0,3,NA,NA,NA,4,2,"B","JLG",2.436559532,0.398072402,11.16740407,2.620608993,0,16.622645,"Phoenix/Tokelau/Northern Cook Islands","U",39.11666869,"1845951514",14.3392739024852
"74","2094BKMO",1403,"HOW-00416","Howland",71,2094,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Howland","2010","ForereefShallow","Howland","05/02/2010","Forereef","Shallow","Shallow",0.80193,-176.62093,3.5,31.25,0,1.25,52.5,15,0,NA,0,3,NA,NA,NA,4,2,"B","KMO",0.481217971,0.266760661,7.288669087,2.132822714,0,10.16947043,"Phoenix/Tokelau/Northern Cook Islands","U",39.11666869,"1845951506",13.4299266214857
"75","2095AEMD",1275,"HOW-00101","Howland",77,2095,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Howland","2010","ForereefDeep","Howland","05/02/2010","Forereef","Deep","Deep",0.80149,-176.6097,23.5,7.5,0,0,43.75,41.25,7.5,NA,0,1.75,NA,NA,NA,4,2,"A","EMD",6.901108605,26.90467924,7.737791314,13.37739445,0,54.92097361,"Phoenix/Tokelau/Northern Cook Islands","U",26.65084587,"1845951503",9.73542466706152
"76","2095APMA",1273,"HOW-00101","Howland",78,2095,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Howland","2010","ForereefDeep","Howland","05/02/2010","Forereef","Deep","Deep",0.80149,-176.6097,23.5,7.5,0,0,43.75,41.25,7.5,NA,0,1.75,NA,NA,NA,4,2,"A","PMA",44.83672191,15.5373644,5.264046709,11.71708503,0,77.35521805,"Phoenix/Tokelau/Northern Cook Islands","U",26.65084587,"1845951497",85.8447251027359
"77","2095BJLG",1276,"HOW-00101","Howland",76,2095,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Howland","2010","ForereefDeep","Howland","05/02/2010","Forereef","Deep","Deep",0.80149,-176.6097,23.5,7.5,0,0,43.75,41.25,7.5,NA,0,1.75,NA,NA,NA,4,2,"B","JLG",42.4346011,15.43514904,5.752579558,6.312536938,0,69.93486664,"Phoenix/Tokelau/Northern Cook Islands","U",26.65084587,"1845951505",48.5584494226401
"78","2095BKMO",1274,"HOW-00101","Howland",75,2095,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Howland","2010","ForereefDeep","Howland","05/02/2010","Forereef","Deep","Deep",0.80149,-176.6097,23.5,7.5,0,0,43.75,41.25,7.5,NA,0,1.75,NA,NA,NA,4,2,"B","KMO",14.10426723,12.04660739,8.813503189,6.528746529,0,41.49312434,"Phoenix/Tokelau/Northern Cook Islands","U",26.65084587,"1845951498",36.2144448767473
"79","2099AJLG",287,"BAK-00129","Baker",82,2099,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Baker","2010","ForereefShallow","Baker","06/02/2010","Forereef","Shallow","Shallow",0.18802,-176.47308,3.5,22.5,0,2.5,45,26.25,3.75,NA,0,2,NA,NA,NA,4,2,"A","JLG",0,0.139533314,8.032781006,0.632109432,0,8.804423752,"Phoenix/Tokelau/Northern Cook Islands","U",24.85216178,"1845951538",0
"80","2099AKMO",288,"BAK-00129","Baker",79,2099,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Baker","2010","ForereefShallow","Baker","06/02/2010","Forereef","Shallow","Shallow",0.18802,-176.47308,3.5,22.5,0,2.5,45,26.25,3.75,NA,0,2,NA,NA,NA,4,2,"A","KMO",0.040869229,0,6.07837998,1.10916361,0,7.228412819,"Phoenix/Tokelau/Northern Cook Islands","U",24.85216178,"1845951515",6.70918382363935
"81","2099BJLG",286,"BAK-00129","Baker",80,2099,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Baker","2010","ForereefShallow","Baker","06/02/2010","Forereef","Shallow","Shallow",0.18802,-176.47308,3.5,22.5,0,2.5,45,26.25,3.75,NA,0,2,NA,NA,NA,4,2,"B","JLG",0.124598136,0.109868211,6.138204062,1.682910286,0,8.055580695,"Phoenix/Tokelau/Northern Cook Islands","U",24.85216178,"1845951539",0.124598135842637
"82","2099BKMO",285,"BAK-00129","Baker",81,2099,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Baker","2010","ForereefShallow","Baker","06/02/2010","Forereef","Shallow","Shallow",0.18802,-176.47308,3.5,22.5,0,2.5,45,26.25,3.75,NA,0,2,NA,NA,NA,4,2,"B","KMO",0,0.046661683,7.948539416,0.656998327,0,8.652199426,"Phoenix/Tokelau/Northern Cook Islands","U",24.85216178,"1845951517",0
"83","2100AEMD",273,"BAK-00125","Baker",83,2100,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Baker","2010","ForereefDeep","Baker","06/02/2010","Forereef","Deep","Deep",0.18964,-176.45961,21,7.5,0,0.5,82.5,9.5,0,NA,0,1,NA,NA,NA,2,1,"A","EMD",15.3801127,3.550368338,8.138359394,27.35999605,0,54.42883648,"Phoenix/Tokelau/Northern Cook Islands","U",5.196543277,"1845951516",22.7037656405245
"84","2100APMA",274,"BAK-00125","Baker",84,2100,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Baker","2010","ForereefDeep","Baker","06/02/2010","Forereef","Deep","Deep",0.18964,-176.45961,21,7.5,0,0.5,82.5,9.5,0,NA,0,1,NA,NA,NA,2,1,"A","PMA",11.23837741,3.456117885,5.519765671,6.987134297,0,27.20139526,"Phoenix/Tokelau/Northern Cook Islands","U",5.196543277,"1845951527",21.960794562527
"85","2101AJLG",272,"BAK-00124","Baker",85,2101,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Baker","2010","ForereefDeep","Baker","06/02/2010","Forereef","Deep","Deep",0.1867,-176.45917,27,22.5,0,7.5,27.5,15,27.5,NA,0,1,NA,NA,NA,2,1,"A","JLG",32.76364324,75.99991619,9.650214636,14.92671142,0,133.3404855,"Phoenix/Tokelau/Northern Cook Islands","U",14.63671319,"1845951542",37.2464294842429
"86","2101AKMO",271,"BAK-00124","Baker",86,2101,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Baker","2010","ForereefDeep","Baker","06/02/2010","Forereef","Deep","Deep",0.1867,-176.45917,27,22.5,0,7.5,27.5,15,27.5,NA,0,1,NA,NA,NA,2,1,"A","KMO",24.41533131,14.8803846,3.406036759,5.098154378,0,47.79990705,"Phoenix/Tokelau/Northern Cook Islands","U",14.63671319,"1845951518",128.854421671401
"87","2102AEMD",243,"BAK-00111","Baker",89,2102,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Baker","2010","ForereefMid","Baker","06/02/2010","Forereef","Mid","Shallow",0.19856,-176.46338,9.5,52.5,0,0.25,32.5,11.25,3.5,NA,0,4,NA,NA,NA,4,2,"A","EMD",12.59961723,0.294186241,6.435235166,3.327029673,0,22.65606831,"Phoenix/Tokelau/Northern Cook Islands","U",6.528665768,"1845951519",12.5996172277275
"88","2102APMA",241,"BAK-00111","Baker",88,2102,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Baker","2010","ForereefMid","Baker","06/02/2010","Forereef","Mid","Shallow",0.19856,-176.46338,9.5,52.5,0,0.25,32.5,11.25,3.5,NA,0,4,NA,NA,NA,4,2,"A","PMA",130.4344092,7.590341648,18.95293218,4.272493393,0,161.2501764,"Phoenix/Tokelau/Northern Cook Islands","U",6.528665768,"1845951529",147.627639559496
"89","2102BEMD",242,"BAK-00111","Baker",90,2102,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Baker","2010","ForereefMid","Baker","06/02/2010","Forereef","Mid","Shallow",0.19856,-176.46338,9.5,52.5,0,0.25,32.5,11.25,3.5,NA,0,4,NA,NA,NA,4,2,"B","EMD",6.202992813,13.49187256,9.050243442,1.924401254,0,30.66951006,"Phoenix/Tokelau/Northern Cook Islands","U",6.528665768,"1845951520",6.20299281266592
"90","2102BPMA",244,"BAK-00111","Baker",87,2102,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Baker","2010","ForereefMid","Baker","06/02/2010","Forereef","Mid","Shallow",0.19856,-176.46338,9.5,52.5,0,0.25,32.5,11.25,3.5,NA,0,4,NA,NA,NA,4,2,"B","PMA",5.302495668,30.7952939,17.93236284,9.274328543,0,63.30448095,"Phoenix/Tokelau/Northern Cook Islands","U",6.528665768,"1845951532",5.30249566760364
"91","2103AEMD",276,"BAK-00126","Baker",92,2103,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Baker","2010","ForereefDeep","Baker","06/02/2010","Forereef","Deep","Deep",0.18666,-176.46992,21,25,0,1,40,31.5,2.5,NA,0,2,NA,NA,NA,2,1,"A","EMD",33.04935724,14.51447499,4.392343304,5.200929683,0,57.15710522,"Phoenix/Tokelau/Northern Cook Islands","U",22.34407347,"1845951521",33.049357241137
"92","2103APMA",275,"BAK-00126","Baker",91,2103,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Baker","2010","ForereefDeep","Baker","06/02/2010","Forereef","Deep","Deep",0.18666,-176.46992,21,25,0,1,40,31.5,2.5,NA,0,2,NA,NA,NA,2,1,"A","PMA",38.16540183,31.10310284,14.04853205,14.52276424,0,97.83980097,"Phoenix/Tokelau/Northern Cook Islands","U",22.34407347,"1845951533",115.694336421239
"93","2104AJLG",284,"BAK-00128","Baker",93,2104,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Baker","2010","ForereefShallow","Baker","06/02/2010","Forereef","Shallow","Shallow",0.19144,-176.46838,4.5,32.5,0,2.5,40,7.5,17.5,NA,0,2.25,NA,NA,NA,4,2,"A","JLG",42.00172229,0.129340577,4.581937936,1.58414939,0,48.29715019,"Phoenix/Tokelau/Northern Cook Islands","U",2.072813748,"1845951536",42.0017222923933
"94","2104AKMO",281,"BAK-00128","Baker",95,2104,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Baker","2010","ForereefShallow","Baker","06/02/2010","Forereef","Shallow","Shallow",0.19144,-176.46838,4.5,32.5,0,2.5,40,7.5,17.5,NA,0,2.25,NA,NA,NA,4,2,"A","KMO",13.44855717,1.270623382,23.35448012,0.737072808,0,38.81073348,"Phoenix/Tokelau/Northern Cook Islands","U",2.072813748,"1845951522",13.4485571714751
"95","2104BJLG",282,"BAK-00128","Baker",96,2104,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Baker","2010","ForereefShallow","Baker","06/02/2010","Forereef","Shallow","Shallow",0.19144,-176.46838,4.5,32.5,0,2.5,40,7.5,17.5,NA,0,2.25,NA,NA,NA,4,2,"B","JLG",0,0.326614087,14.21427324,1.590698429,0,16.13158576,"Phoenix/Tokelau/Northern Cook Islands","U",2.072813748,"1845951537",0
"96","2104BKMO",283,"BAK-00128","Baker",94,2104,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Baker","2010","ForereefShallow","Baker","06/02/2010","Forereef","Shallow","Shallow",0.19144,-176.46838,4.5,32.5,0,2.5,40,7.5,17.5,NA,0,2.25,NA,NA,NA,4,2,"B","KMO",2.464164324,0.431361569,8.549004879,0.876865083,0,12.32139586,"Phoenix/Tokelau/Northern Cook Islands","U",2.072813748,"1845951525",2.4641643241098
"97","2105AEMD",278,"BAK-00127","Baker",97,2105,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Baker","2010","ForereefShallow","Baker","06/02/2010","Forereef","Shallow","Shallow",0.18831,-176.47667,3,22.5,0,1,59.5,17,0,NA,0,1.25,NA,NA,NA,4,2,"A","EMD",0.41865583,21.70538754,26.3034584,3.487357574,0,51.91485935,"Phoenix/Tokelau/Northern Cook Islands","U",34.3568854,"1845951523",0.418655829908664
"98","2105APMA",277,"BAK-00127","Baker",98,2105,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Baker","2010","ForereefShallow","Baker","06/02/2010","Forereef","Shallow","Shallow",0.18831,-176.47667,3,22.5,0,1,59.5,17,0,NA,0,1.25,NA,NA,NA,4,2,"A","PMA",1.312451674,14.36803922,28.86625365,5.99636791,0,50.54311246,"Phoenix/Tokelau/Northern Cook Islands","U",34.3568854,"1845951534",1.3124516741158
"99","2105BEMD",280,"BAK-00127","Baker",100,2105,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Baker","2010","ForereefShallow","Baker","06/02/2010","Forereef","Shallow","Shallow",0.18831,-176.47667,3,22.5,0,1,59.5,17,0,NA,0,1.25,NA,NA,NA,4,2,"B","EMD",0.329015043,8.41222338,20.82445102,4.369581171,0,33.93527062,"Phoenix/Tokelau/Northern Cook Islands","U",34.3568854,"1845951524",1.9770379811999
"100","2105BPMA",279,"BAK-00127","Baker",99,2105,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Baker","2010","ForereefShallow","Baker","06/02/2010","Forereef","Shallow","Shallow",0.18831,-176.47667,3,22.5,0,1,59.5,17,0,NA,0,1.25,NA,NA,NA,4,2,"B","PMA",1.947857765,10.15139063,30.65643156,8.020022646,0,50.7757026,"Phoenix/Tokelau/Northern Cook Islands","U",34.3568854,"1845951535",6.4306440053443
"101","2107AJLG",256,"BAK-00116","Baker",101,2107,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Baker","2010","ForereefDeep","Baker","06/02/2010","Forereef","Deep","Mid",0.19029,-176.45685,19,33.75,0,3.75,42.5,18.75,1.25,NA,0,2.75,NA,NA,NA,4,2,"A","JLG",55.1322081,163.1944238,5.256804437,13.12648963,0,236.7099259,"Phoenix/Tokelau/Northern Cook Islands","U",11.12971077,"1845951543",56.3730032610663
"102","2107AKMO",255,"BAK-00116","Baker",103,2107,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Baker","2010","ForereefDeep","Baker","06/02/2010","Forereef","Deep","Mid",0.19029,-176.45685,19,33.75,0,3.75,42.5,18.75,1.25,NA,0,2.75,NA,NA,NA,4,2,"A","KMO",9.531285945,25.2747864,9.705052407,6.475715845,0,50.98684059,"Phoenix/Tokelau/Northern Cook Islands","U",11.12971077,"1845951526",17.9017612816446
"103","2107BJLG",254,"BAK-00116","Baker",102,2107,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Baker","2010","ForereefDeep","Baker","06/02/2010","Forereef","Deep","Mid",0.19029,-176.45685,19,33.75,0,3.75,42.5,18.75,1.25,NA,0,2.75,NA,NA,NA,4,2,"B","JLG",23.46654564,44.84508296,10.96060703,12.47309809,0,91.74533374,"Phoenix/Tokelau/Northern Cook Islands","U",11.12971077,"1845951544",23.4665456447622
"104","2107BKMO",253,"BAK-00116","Baker",104,2107,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Baker","2010","ForereefDeep","Baker","06/02/2010","Forereef","Deep","Mid",0.19029,-176.45685,19,33.75,0,3.75,42.5,18.75,1.25,NA,0,2.75,NA,NA,NA,4,2,"B","KMO",57.4017327,16.87010355,12.16474921,5.382184084,0,91.81876955,"Phoenix/Tokelau/Northern Cook Islands","U",11.12971077,"1845951528",57.4017327038938
"105","2108AJLG",262,"BAK-00121","Baker",108,2108,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Baker","2010","ForereefMid","Baker","06/02/2010","Forereef","Mid","Shallow",0.18924,-176.4662,9,73.75,0,0,17.5,8.75,0,NA,0,3,NA,NA,NA,4,2,"A","JLG",14.74773213,5.210904581,6.883327025,0.837513451,0,27.67947719,"Phoenix/Tokelau/Northern Cook Islands","U",4.320260276,"1845951540",14.7477321304473
"106","2108AKMO",261,"BAK-00121","Baker",105,2108,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Baker","2010","ForereefMid","Baker","06/02/2010","Forereef","Mid","Shallow",0.18924,-176.4662,9,73.75,0,0,17.5,8.75,0,NA,0,3,NA,NA,NA,4,2,"A","KMO",13.78397698,1.215899779,5.931397497,2.104776608,0,23.03605086,"Phoenix/Tokelau/Northern Cook Islands","U",4.320260276,"1845951530",13.7839769799665
"107","2108BJLG",263,"BAK-00121","Baker",106,2108,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Baker","2010","ForereefMid","Baker","06/02/2010","Forereef","Mid","Shallow",0.18924,-176.4662,9,73.75,0,0,17.5,8.75,0,NA,0,3,NA,NA,NA,4,2,"B","JLG",17.48218238,1.140146653,5.922901725,1.481288656,0,26.02651941,"Phoenix/Tokelau/Northern Cook Islands","U",4.320260276,"1845951541",17.4821823786011
"108","2108BKMO",264,"BAK-00121","Baker",107,2108,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Baker","2010","ForereefMid","Baker","06/02/2010","Forereef","Mid","Shallow",0.18924,-176.4662,9,73.75,0,0,17.5,8.75,0,NA,0,3,NA,NA,NA,4,2,"B","KMO",76.71647801,0.864849514,4.29427273,4.980220839,0,86.8558211,"Phoenix/Tokelau/Northern Cook Islands","U",4.320260276,"1845951531",76.7164780130315
"109","2112AEMD",269,"BAK-00123","Baker",109,2112,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Baker","2010","ForereefMid","Baker","07/02/2010","Forereef","Mid","Mid",0.18868,-176.48416,14,30,0,0,35,32,3,NA,0,3,NA,NA,NA,2,1,"A","EMD",17.97105894,69.65093621,13.23925697,26.68466348,0,127.5459156,"Phoenix/Tokelau/Northern Cook Islands","U",31.42944667,"1845951547",99.4513777523273
"110","2112APMA",270,"BAK-00123","Baker",110,2112,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Baker","2010","ForereefMid","Baker","07/02/2010","Forereef","Mid","Mid",0.18868,-176.48416,14,30,0,0,35,32,3,NA,0,3,NA,NA,NA,2,1,"A","PMA",11.60954155,123.8490759,27.45861231,23.84785489,0,186.7650846,"Phoenix/Tokelau/Northern Cook Islands","U",31.42944667,"1845951557",48.2706072039952
"111","2113AEMD",267,"BAK-00122","Baker",112,2113,"nSPC",2010,"PRIAs","Pacific Remote Island Areas","Baker","2010","ForereefMid","Baker","07/02/2010","Forereef","Mid","Mid",0.18747,-176.47359,13,31.25,0,1,30,37.25,0.5,NA,0,3.75,NA,NA,NA,4,2,"A","EMD",4.976643852,22.0948401,8.300385433,10.26469585,0,45.63656523,"Phoenix/Tokelau/Northern Cook Islands","U",28.25329845,"1845951545",4.97664385216646
